Lfd. Nr.;AHB;"Beschreibung des Anwendungsfalls aus dem AHB (EDIFACT)
API-Webservice (API)";Prüfidentifikator;Reaktion auf Prüfidentifikator;Prozessbeschreibung;"Prozessschritt aus 
Kapitel";Bezeichnung aus Sequenzdiagramm;Prozessschritt aus Sequenzdiagramm;Aktion;Kommunikation von;Kommunikation an;Zuordnung zu einem Objekt;Zuordnung zu einem Geschäftsvorfall;Erweiterte Zuordnung;Objekteigenschaft;Sparte Strom;"Sparte 
Gas";Übertragungsweg;Fußnote;Meilenstein;"Kommunikation von : 
Auslösende Events";"Kommunikation von: 
Lesende Schnittstellen";"Kommunikation von: 
Schreibende Schnittstellen";"Kommunikation an: 
Lesende Schnittstellen";"Kommunikation an: 
Schreibende Schnittstellen"
30960;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Bestätigung Beendigung Rechnungsabwicklung MSB;19009;--;WiM Strom Teil 1;;Beendigung Rechnungsabwicklung des Messstellenbetriebes über den LF durch den MSB;2;Antwort auf Beendigung;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T14;--;--;X;--;AS4;;4;;;;;
30970;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Beendigung Rechnungsabwicklung MSB;19010;--;WiM Strom Teil 1;;Beendigung Rechnungsabwicklung des Messstellenbetriebes über den LF durch den MSB;2;Antwort auf Beendigung;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T14;--;--;X;--;AS4;;4;;;;;
30980;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anfrage Rechnungsabwicklung MSB über LF;35002;--;WiM Strom Teil 1;;Anfrage zur Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;1;Anfrage Rechnungs-abwicklung des Messstellenbetriebes über den LF;LF;MSB (entspricht MSB am Objekt Marktlokation);ZO-T17;--;--;--;X;--;AS4;;4;;;;;
30990;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Angebot Abrechnung Messstellenbetrieb MSB;15002;--;WiM Strom Teil 1;;Anfrage zur Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;2;Angebot /Ablehnung Anfrage;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T16;--;--;X;--;AS4;;4;;;;;
31000;IFTSTA AHB;Ablehnung der Anfrage;21033;--;WiM Strom Teil 1;;Anfrage zur Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;2;Angebot /Ablehnung Anfrage;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T34;--;--;X;--;AS4;;4;;;;;
31010;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Bestellung Rechnungsabwicklung MSB über LF;17005;--;WiM Strom Teil 1;;Anfrage zur Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;3;Antwort Angebot;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T24;--;--;X;--;AS4;;4;;;;;
31020;IFTSTA AHB;Antwort auf das Angebot;21032;--;WiM Strom Teil 1;;Anfrage zur Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;3;Antwort Angebot;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T27;--;--;X;--;AS4;;4;;;;;
31030;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Beendigung Rechnungsabwicklung MSB über LF;17006;--;WiM Strom Teil 1;;Beendigung Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;1;Beendigung Rechnungs-abwicklung des Messstellenbetriebes über den LF;LF;MSB (entspricht MSB am Objekt Marktlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31040;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Bestätigung Beendigung Rechnungsabwicklung MSB;19009;--;WiM Strom Teil 1;;Beendigung Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;2;Antwort auf Beendigung;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31050;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Beendigung Rechnungsabwicklung MSB;19010;--;WiM Strom Teil 1;;Beendigung Rechnungsabwicklung des Messstellenbetriebes über den LF durch den LF;2;Antwort auf Beendigung;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31060;INVOIC / REMADV AHB;MSB-Rechnung;31009;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;1;Rechnung (Messstellenbetrieb);MSB (entspricht MSB am Objekt Marktlokation);LF;ZO-T13;--;--;--;X;--;AS4;;4;;;;;
31070;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;2;Antwort;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31080;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;2;Antwort;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31090;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;2;Antwort;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31110;INVOIC / REMADV AHB;Stornorechnung;31004;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;3;Storno der ursprünglichen Rechnung;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T21;--;--;X;--;AS4;;4;;;;;
31120;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;4;Antwort;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31130;INVOIC / REMADV AHB;Abweisung;33002;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb gegenüber dem LF;4;Antwort;LF;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31140;INVOIC / REMADV AHB;WiM-Rechnung;31003;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;1;Rechnung (Messstellenbetrieb / Geräteübernahme);MSB (entspricht MSBA am Objekt Messlokation);MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);ZO-T13;--;--;--;X;--;AS4;;4;;;;;
31150;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;2;Antwort;MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);MSB (entspricht MSBA am Objekt Messlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31160;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;2;Antwort;MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);MSB (entspricht MSBA am Objekt Messlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31170;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;2;Antwort;MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);MSB (entspricht MSBA am Objekt Messlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31180;INVOIC / REMADV AHB;Stornorechnung;31004;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;3;Storno der ursprünglichen Rechnung;MSB (entspricht MSBA am Objekt Messlokation);MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);--;ZG-T21;--;--;X;--;AS4;;4;;;;;
31190;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;4;Antwort;MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);MSB (entspricht MSBA am Objekt Messlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31200;INVOIC / REMADV AHB;Abweisung;33002;--;WiM Strom Teil 1;;Abrechnung von Dienstleistungen;4;Antwort;MSB (entspricht MSBN am Objekt Messlokation oder gMSB am Objekt Messlokation);MSB (entspricht MSBA am Objekt Messlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31210;PRICAT AHB;Preisblatt Messstellenbetrieb / Konfigurationen;27002;--;WiM Strom Teil 1;;Übermittlung Preisblatt „Messstellenbetrieb mit iMS gegenüber dem NB“ vom MSB an NB;1;Preisblatt;MSB;NB;--;Wenn SG1 RFF+ACW gefüllt ZG-T17, wenn SG1 RFF+ACW nicht vorhanden –;--;--;X;--;AS4;;4;;;;;
31220;INVOIC / REMADV AHB;MSB-Rechnung;31009;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;1;Rechnung;MSB (entspricht MSB am Objekt Marktlokation);NB;ZO-T13;--;--;--;X;--;AS4;;4;;;;;
31230;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;2;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31240;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;2;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31250;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;2;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31260;COMDIS AHB;Ablehnung REMADV;29001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;3;Mitteilung, dass die ursprüngliche Rechnung korrekt war;MSB (entspricht MSB am Objekt Marktlokation);NB;--;ZG-T46;--;--;X;--;AS4;;4;;;;;
31270;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;4;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31280;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;4;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31290;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;4;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31300;INVOIC / REMADV AHB;Stornorechnung;31004;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;5;Storno der ursprünglichen Rechnung;MSB (entspricht MSB am Objekt Marktlokation);NB;--;ZG-T21;--;--;X;--;AS4;;4;;;;;
31310;INVOIC / REMADV AHB;Bestätigung;33001;--;WiM Strom Teil 1;;Abrechnung Messstellenbetrieb mit iMS gegenüber dem NB;6;Antwort;NB;MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T31;--;--;X;--;AS4;;4;;;;;
31320;INSRPT AHB;Störungsmeldung;23001;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;1;Meldung einer Störung;Störungsmelder;MSB (entspricht MSB am Objekt Messlokation);ZO-T12;--;--;--;X;--;AS4;;4;;;;;
31330;INSRPT AHB;Ablehnung;23003;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;2;Antwort;MSB (entspricht MSB am Objekt Messlokation);Störungsmelder;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31340;INSRPT AHB;Bestätigung;23004;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;2;Antwort;MSB (entspricht MSB am Objekt Messlokation);Störungsmelder;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31350;INSRPT AHB;Informationsmeldung;23005;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;3;Information über Störung an Messlokation;MSB (entspricht MSB am Objekt Messlokation);MSB (entspricht MSB am Objekt Marktlokation);ZO-T12;--;--;--;X;--;AS4;;4;;;;;
31360;INSRPT AHB;Informationsmeldung;23011;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;4;Information über Störung an betroffener Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);NB;ZO-T12;--;--;--;X;--;AS4;;4;;;;;
31370;INSRPT AHB;Informationsmeldung;23011;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;5;Information über Störung an betroffener Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);LF;ZO-T12;--;--;--;X;--;AS4;;4;;;;;
31380;INSRPT AHB;Informationsmeldung;23011;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;6;Information über Störung an betroffener Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);ÜNB;ZO-T12;--;--;--;X;--;AS4;;4;;;;;
31390;INSRPT AHB;Ergebnisbericht;23008;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;7;Mitteilung Ergebnis;MSB (entspricht MSB am Objekt Messlokation);Störungsmelder;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31400;INSRPT AHB;Informationsmeldung;23009;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;8;Information über Ergebnis an Messlokation;MSB (entspricht MSB am Objekt Messlokation);MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31410;INSRPT AHB;Informationsmeldung;23012;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;9;Information über Ergebnis der betroffenen Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);NB;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31420;INSRPT AHB;Informationsmeldung;23012;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;10;Information über Ergebnis der betroffenen Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31430;INSRPT AHB;Informationsmeldung;23012;--;WiM Strom Teil 2;;Störungsbehebung in der Messlokation;11;Information über Ergebnis der betroffenen Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);ÜNB;--;ZG-T44;--;--;X;--;AS4;;4;;;;;
31440;UTILTS AHB zur Berechnungsformel;Berechnungsformel;25001;--;WiM Strom Teil 2;;Übermittlung der Berechnungsformel;1;Berechnungsformel;NB;MSB (entspricht dem MSB am Objekt Messlokation);ZO-T31;--;--;--;X;--;AS4;;(1);;;;;
31450;UTILTS AHB zur Berechnungsformel;Ablehnung der Berechnungsformel;25002;--;WiM Strom Teil 2;;Übermittlung der Berechnungsformel;2;Antwort auf Berechnungsformel;MSB (entspricht dem MSB am Objekt Messlokation);NB;--;ZG-T37;--;--;X;--;AS4;;(1);;;;;
31460;UTILTS AHB zur Berechnungsformel;Zustimmung der Berechnungsformel;25003;--;WiM Strom Teil 2;;Übermittlung der Berechnungsformel;2;Antwort auf Berechnungsformel;MSB (entspricht dem MSB am Objekt Messlokation);NB;--;ZG-T37;--;--;X;--;AS4;;(1);;;;;
31470;--;--;--;--;WiM Strom Teil 2;;Übermittlung der Berechnungsformel;3;ref Stammdatenänderung vom NB (verantwortlich) ausgehend;NB;--;--;--;--;--;X;--;--;;(1);;;;;
31480;UTILTS AHB zur Berechnungsformel;Berechnungsformel;25001;--;WiM Strom Teil 2;;Übermittlung der Berechnungsformel;4;Berechnungsformel;NB;LF;ZO-T31;--;--;--;X;--;AS4;;(1);;;;;
31490;MSCONS AHB;Zählerstand (Strom);13017;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;1;Wert (Messlokation);MSB (entspricht dem MSB am Objekt Messlokation);MSB (entspricht dem MSB am Objekt Marktlokation);--;--;EZ-01;--;X;--;AS4;;4;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_ZAEHLERSTAND
31500;MSCONS AHB;Lastgang Messlokation, Netzkoppelpunkt, Netzlokation;13018;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;1;Wert (Messlokation);MSB (entspricht dem MSB am Objekt Messlokation);MSB (entspricht dem MSB am Objekt Marktlokation);"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31510;--;--;--;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;2;ref Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;MSB (entspricht dem MSB am Objekt Marktlokation);--;--;--;--;--;X;--;--;;4;;;;;
31520;MSCONS AHB;Energiemenge u. Leistungsmax. (Strom);13016;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;1;Wert (Marktlokation / Messlokation) an NB;MSB (entspricht dem MSB am Objekt Marktlokation);NB;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31530;MSCONS AHB;Zählerstand (Strom);13017;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;1;Wert (Marktlokation / Messlokation) an NB;MSB (entspricht dem MSB am Objekt Marktlokation);NB;--;--;EZ-01;--;X;--;AS4;;4;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_ZAEHLERSTAND
31540;MSCONS AHB;Lastgang Messlokation, Netzkoppelpunkt, Netzlokation;13018;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;1;Wert (Marktlokation / Messlokation) an NB;MSB (entspricht dem MSB am Objekt Marktlokation);NB;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31550;MSCONS AHB;Energiemenge (Strom);13019;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;1;Wert (Marktlokation / Messlokation) an NB;MSB (entspricht dem MSB am Objekt Marktlokation);NB;"bei SG6 LOC+172 DE3225 11-st. ZO-T14 ZO-T21
wenn RFF+AGK vorh. ZO-T35 wenn RFF+AGK n. vorh. ZO-T14  ";--;--;--;X;--;AS4;;4;;;;;
31560;MSCONS AHB;Lastgang Marktlokation, Tranche;13025;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;1;Wert (Marktlokation / Messlokation) an NB;MSB (entspricht dem MSB am Objekt Marktlokation);NB;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31570;MSCONS AHB;Zählerstand (Strom);13017;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;2;Wert (Marktlokation / Messlokation) an LF;MSB (entspricht dem MSB am Objekt Marktlokation);LF;--;--;EZ-01;--;X;--;AS4;;4;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_ZAEHLERSTAND
31580;MSCONS AHB;Energiemenge u. Leistungsmax. (Strom);13016;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;2;Wert (Marktlokation / Messlokation) an LF;MSB (entspricht dem MSB am Objekt Marktlokation);LF;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31590;MSCONS AHB;Lastgang Messlokation, Netzkoppelpunkt, Netzlokation;13018;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;2;Wert (Marktlokation / Messlokation) an LF;MSB (entspricht dem MSB am Objekt Marktlokation);LF;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31600;MSCONS AHB;Energiemenge (Strom);13019;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;2;Wert (Marktlokation / Messlokation) an LF;MSB (entspricht dem MSB am Objekt Marktlokation);LF;"bei SG6 LOC+172 DE3225 11-st. ZO-T14 ZO-T21
wenn RFF+AGK vorh. ZO-T35 wenn RFF+AGK n. vorh. ZO-T14  ";--;--;--;X;--;AS4;;4;;;;;
31610;MSCONS AHB;Lastgang Marktlokation, Tranche;13025;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;2;Wert (Marktlokation / Messlokation) an LF;MSB (entspricht dem MSB am Objekt Marktlokation);LF;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31620;MSCONS AHB;Lastgang Marktlokation, Tranche;13025;--;WiM Strom Teil 2;;Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;3;Wert (Marktlokation) an ÜNB;MSB (entspricht dem MSB am Objekt Marktlokation);ÜNB;"ZO-T14
und
ZO-T21";--;--;--;X;--;AS4;;4;;;;;
31630;--;--;--;--;WiM Strom Teil 2;;Anforderung von Zwischenablesungswerten;1;ref Anforderung Wert vom NB;NB;--;--;--;--;--;X;--;--;;4;;;;;
31640;--;--;--;--;WiM Strom Teil 2;;Anforderung von Zwischenablesungswerten;2;ref Anforderung Wert vom LF;LF;--;--;--;--;--;X;--;--;;4;;;;;
31650;--;--;--;--;WiM Strom Teil 2;;Anforderung von Zwischenablesungswerten;3;ref Anforderung Wert vom MSB der Marktlokation;MSB;--;--;--;--;--;X;--;--;;4;;;;;
31660;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung von Werten;17004;--;WiM Strom Teil 2;;Anforderung Wert vom NB;1;Anforderung Wert;NB;MSB (entspricht MSB am Objekt Marktlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31670;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom NB;2;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Marktlokation);NB;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31680;--;--;--;--;WiM Strom Teil 2;;Anforderung Wert vom NB;3;ref Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);--;--;--;--;--;X;--;--;;4;;;;;
31690;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung von Werten;17004;--;WiM Strom Teil 2;;Anforderung Wert vom NB;4;Anforderung Wert einer Messlokation;MSB (entspricht MSB am Objekt Marktlokation);MSB (entspricht MSB am Objekt Messlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31700;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom NB;5;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Messlokation);MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31710;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom NB;6;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Marktlokation);NB;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31720;--;--;--;--;WiM Strom Teil 2;;Anforderung Wert vom NB;7;ref Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;MSB (entspricht MSB am Objekt Messlokation);--;--;--;--;--;X;--;--;;4;;;;;
31730;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung von Werten;17004;--;WiM Strom Teil 2;;Anforderung Wert vom LF;1;Anforderung Wert;LF;MSB (entspricht MSB am Objekt Marktlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31740;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom LF;2;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31750;--;--;--;--;WiM Strom Teil 2;;Anforderung Wert vom LF;3;ref Aufbereitung und Übermittlung von Werten vom MSB der Marktlokation;MSB (entspricht MSB am Objekt Marktlokation);--;--;--;--;--;X;--;--;;4;;;;;
31760;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung von Werten;17004;--;WiM Strom Teil 2;;Anforderung Wert vom LF;4;Anforderung Wert einer Messlokation;MSB (entspricht MSB am Objekt Marktlokation);MSB (entspricht MSB am Objekt Messlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31770;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom LF;5;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Messlokation);MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31780;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom LF;6;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Marktlokation);LF;--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31790;--;--;--;--;WiM Strom Teil 2;;Anforderung Wert vom LF;7;ref Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;MSB (entspricht MSB am Objekt Messlokation);--;--;--;--;--;X;--;--;;4;;;;;
31800;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung von Werten;17004;--;WiM Strom Teil 2;;Anforderung Wert vom MSB der Marktlokation;1;Anforderung Wert einer Messlokation;MSB (entspricht MSB am Objekt Marktlokation);MSB (entspricht MSB am Objekt Messlokation);ZO-T15;--;--;--;X;--;AS4;;4;;;;;
31810;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung Anforderung Werte;19007;--;WiM Strom Teil 2;;Anforderung Wert vom MSB der Marktlokation;2;Bearbeitungsstand bei Beendigung des Prozesses;MSB (entspricht MSB am Objekt Messlokation);MSB (entspricht MSB am Objekt Marktlokation);--;ZG-T14;--;--;X;--;AS4;;4;;;;;
31820;--;--;--;--;WiM Strom Teil 2;;Anforderung Wert vom MSB der Marktlokation;3;ref Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;MSB (entspricht MSB am Objekt Messlokation);--;--;--;--;--;X;--;--;;4;;;;;
